price,room_type,longitude,latitude,neighbourhood_group,calculated_host_listings_count,availability_365,room_type_code,neighbourhood_group_code
49,Private room,-73.90593,40.69184,Brooklyn,1,0,1,1
165,Private room,-73.99481,40.72248,Manhattan,2,0,1,2
140,Entire home/apt,-73.94609,40.6576,Brooklyn,1,273,0,1
72,Private room,-73.98454,40.72288,Manhattan,4,201,1,2
63,Private room,-73.95735,40.81047,Manhattan,1,0,1,2
165,Entire home/apt,-73.98611,40.73564,Manhattan,96,321,0,2
112,Entire home/apt,-73.96807,40.75134,Manhattan,1,0,0,2
119,Entire home/apt,-73.96061,40.71197,Brooklyn,1,0,0,1
160,Entire home/apt,-73.98587,40.76565,Manhattan,96,365,0,2
170,Entire home/apt,-73.95434,40.71907,Brooklyn,1,0,0,1
185,Entire home/apt,-73.91625,40.68441,Brooklyn,1,365,0,1
48,Private room,-73.95468,40.8226,Manhattan,2,183,1,2
150,Private room,-74.01509,40.71775,Manhattan,1,0,1,2
199,Entire home/apt,-73.98669,40.76385,Manhattan,1,317,0,2
80,Private room,-73.95163,40.72974,Brooklyn,1,0,1,1
60,Private room,-73.95428,40.80145,Manhattan,1,0,1,2
125,Entire home/apt,-73.95841,40.80761,Manhattan,1,1,0,2
62,Private room,-73.98794,40.71209,Manhattan,1,0,1,2
60,Shared room,-73.95583,40.8216,Manhattan,1,0,2,2
75,Private room,-73.94234,40.70657,Brooklyn,2,0,1,1
80,Entire home/apt,-73.97455,40.68579,Brooklyn,1,0,0,1
195,Entire home/apt,-74.00058,40.72688,Manhattan,1,0,0,2
68,Private room,-73.9879,40.75992,Manhattan,1,0,1,2
45,Private room,-73.98006,40.72246,Manhattan,1,0,1,2
90,Entire home/apt,-73.92358,40.68259,Brooklyn,1,0,0,1
200,Entire home/apt,-73.99378,40.76379,Manhattan,1,0,0,2
30,Private room,-73.91008,40.76125,Queens,1,0,1,3
80,Private room,-73.93881,40.82391,Manhattan,1,364,1,2
125,Entire home/apt,-73.98718,40.72792,Manhattan,1,1,0,2
70,Private room,-73.9315,40.69557,Brooklyn,1,0,1,1
50,Private room,-73.93689,40.70179,Brooklyn,1,0,1,1
110,Private room,-73.93225,40.67239,Brooklyn,1,0,1,1
199,Entire home/apt,-73.95505,40.77641,Manhattan,1,0,0,2
40,Private room,-73.9647,40.6733,Brooklyn,2,0,1,1
65,Private room,-73.95019,40.68786,Brooklyn,1,3,1,1
85,Private room,-73.99038,40.76057,Manhattan,1,0,1,2
160,Entire home/apt,-73.95475,40.71481,Brooklyn,1,0,0,1
69,Private room,-73.97742,40.74423,Manhattan,2,0,1,2
42,Private room,-73.9284,40.69452,Brooklyn,7,61,1,1
120,Entire home/apt,-73.98242,40.74195,Manhattan,1,0,0,2
150,Entire home/apt,-73.94802,40.72691,Brooklyn,1,0,0,1
130,Entire home/apt,-73.95375,40.79982,Manhattan,1,0,0,2
85,Private room,-73.98774,40.66817,Brooklyn,1,0,1,1
100,Private room,-73.94701,40.70663,Brooklyn,1,0,1,1
210,Entire home/apt,-73.97521,40.74852,Manhattan,1,248,0,2
28,Private room,-73.94958,40.67534,Brooklyn,1,0,1,1
60,Private room,-73.95345,40.69573,Brooklyn,1,0,1,1
60,Private room,-73.9406,40.6913,Brooklyn,3,332,1,1
140,Entire home/apt,-73.9567,40.68752,Brooklyn,1,0,0,1
69,Private room,-73.91834,40.69224,Brooklyn,1,0,1,1
73,Private room,-73.95672,40.60596,Brooklyn,3,354,1,1
67,Private room,-73.9575,40.60666,Brooklyn,3,338,1,1
123,Entire home/apt,-73.84542,40.72126,Queens,1,0,0,3
110,Entire home/apt,-73.94722,40.78442,Manhattan,2,310,0,2
250,Entire home/apt,-73.9982,40.73393,Manhattan,1,0,0,2
80,Entire home/apt,-73.97932,40.77633,Manhattan,1,0,0,2
325,Entire home/apt,-73.97638,40.72804,Manhattan,1,0,0,2
300,Entire home/apt,-73.94996,40.78333,Manhattan,1,0,0,2
44,Private room,-73.94584,40.70848,Brooklyn,1,0,1,1
197,Entire home/apt,-74.01134,40.71982,Manhattan,1,0,0,2
60,Private room,-73.99143,40.76487,Manhattan,1,0,1,2
165,Entire home/apt,-73.9196,40.68735,Brooklyn,2,274,0,1
30,Private room,-73.95036,40.68535,Brooklyn,1,0,1,1
120,Private room,-74.03378,40.61634,Brooklyn,2,365,1,1
119,Entire home/apt,-73.92894,40.68307,Brooklyn,1,3,0,1
39,Private room,-73.91264,40.70311,Brooklyn,1,0,1,1
250,Entire home/apt,-73.98369,40.72451,Manhattan,4,0,0,2
130,Entire home/apt,-73.99412,40.69237,Brooklyn,1,0,0,1
100,Private room,-73.97204,40.78763,Manhattan,2,0,1,2
28,Private room,-73.93236,40.85509,Manhattan,1,0,1,2
149,Entire home/apt,-73.94969,40.82545,Manhattan,1,149,0,2
39,Private room,-73.924,40.76036,Queens,18,310,1,3
225,Entire home/apt,-73.98861,40.72464,Manhattan,1,0,0,2
100,Private room,-73.95695,40.71229,Brooklyn,1,88,1,1
45,Private room,-73.95588,40.587,Brooklyn,1,0,1,1
120,Entire home/apt,-74.00314,40.73113,Manhattan,1,0,0,2
99,Entire home/apt,-73.98091,40.78528,Manhattan,1,0,0,2
206,Entire home/apt,-73.94793,40.68777,Brooklyn,2,365,0,1
120,Entire home/apt,-73.94261,40.79088,Manhattan,2,323,0,2
275,Entire home/apt,-74.01455,40.7088,Manhattan,1,0,0,2
290,Entire home/apt,-73.98702,40.76542,Manhattan,1,0,0,2
300,Entire home/apt,-73.99517,40.73238,Manhattan,1,0,0,2
75,Entire home/apt,-73.96245,40.80638,Manhattan,1,0,0,2
80,Entire home/apt,-73.95647,40.73528,Brooklyn,1,0,0,1
150,Entire home/apt,-73.88541,40.6682,Brooklyn,1,365,0,1
80,Private room,-73.9835,40.73307,Manhattan,3,362,1,2
70,Entire home/apt,-73.96114,40.66044,Brooklyn,1,0,0,1
130,Entire home/apt,-73.97446,40.64689,Brooklyn,2,0,0,1
50,Private room,-73.95462,40.66112,Brooklyn,1,0,1,1
125,Entire home/apt,-73.95352,40.66201,Brooklyn,1,0,0,1
150,Entire home/apt,-73.96003,40.6626,Brooklyn,1,0,0,1
290,Entire home/apt,-73.95345,40.71032,Brooklyn,2,95,0,1
210,Entire home/apt,-74.00117,40.72969,Manhattan,1,0,0,2
150,Entire home/apt,-73.98414,40.74251,Manhattan,1,0,0,2
129,Entire home/apt,-73.9308,40.69923,Brooklyn,1,0,0,1
64,Private room,-73.90949,40.81192,Bronx,1,1,1,0
100,Private room,-73.98384,40.73145,Manhattan,1,0,1,2
60,Private room,-73.97843,40.72608,Manhattan,1,0,1,2
120,Entire home/apt,-73.94628,40.68004,Brooklyn,1,0,0,1
180,Entire home/apt,-73.98675,40.7665,Manhattan,96,255,0,2
45,Private room,-73.96246,40.81536,Manhattan,1,0,1,2
90,Private room,-73.97684,40.7243,Manhattan,1,0,1,2
200,Entire home/apt,-74.00344,40.72767,Manhattan,1,0,0,2
239,Entire home/apt,-73.98216,40.76482,Manhattan,121,351,0,2
139,Entire home/apt,-74.00509,40.71813,Manhattan,1,0,0,2
279,Entire home/apt,-73.98341,40.76667,Manhattan,121,352,0,2
95,Private room,-73.95113,40.72612,Brooklyn,1,0,1,1
70,Private room,-73.98715,40.71813,Manhattan,1,0,1,2
90,Entire home/apt,-73.91765,40.87045,Manhattan,1,0,0,2
70,Private room,-73.95471,40.6882,Brooklyn,1,322,1,1
94,Entire home/apt,-73.94678,40.68394,Brooklyn,1,0,0,1
250,Entire home/apt,-74.00134,40.74387,Manhattan,1,0,0,2
85,Private room,-73.95622,40.70888,Brooklyn,2,334,1,1
65,Entire home/apt,-73.91762,40.76993,Queens,1,12,0,3
200,Private room,-73.98525,40.76457,Manhattan,1,0,1,2
88,Entire home/apt,-73.91318,40.78274,Queens,1,192,0,3
65,Entire home/apt,-73.94987,40.80728,Manhattan,1,0,0,2
239,Entire home/apt,-73.98302,40.75943,Manhattan,121,363,0,2
79,Private room,-73.94945,40.70848,Brooklyn,1,0,1,1
239,Entire home/apt,-73.98554,40.76064,Manhattan,121,363,0,2
239,Entire home/apt,-73.98197,40.75864,Manhattan,121,363,0,2
239,Entire home/apt,-73.98638,40.76105,Manhattan,121,363,0,2
120,Entire home/apt,-73.98482,40.66854,Brooklyn,3,200,0,1
175,Private room,-74.0098,40.70629,Manhattan,1,26,1,2
200,Entire home/apt,-73.96726,40.79322,Manhattan,1,0,0,2
103,Entire home/apt,-73.96793,40.80383,Manhattan,1,0,0,2
80,Entire home/apt,-74.00259,40.74443,Manhattan,1,0,0,2
80,Private room,-74.0284,40.63266,Brooklyn,1,0,1,1
60,Private room,-73.97316,40.69431,Brooklyn,1,0,1,1
50,Private room,-73.95124,40.72522,Brooklyn,1,0,1,1
50,Private room,-73.9533,40.66891,Brooklyn,1,0,1,1
145,Entire home/apt,-73.98948,40.74612,Manhattan,1,0,0,2
275,Entire home/apt,-73.99887,40.73418,Manhattan,1,0,0,2
150,Private room,-73.98574,40.74501,Manhattan,1,0,1,2
229,Entire home/apt,-73.96467,40.75622,Manhattan,5,306,0,2
200,Entire home/apt,-73.97926,40.73683,Manhattan,5,335,0,2
300,Entire home/apt,-73.98984,40.7201,Manhattan,1,0,0,2
47,Private room,-73.96703,40.63443,Brooklyn,1,0,1,1
200,Entire home/apt,-74.00209,40.74807,Manhattan,1,0,0,2
200,Entire home/apt,-73.98107,40.73637,Manhattan,1,0,0,2
180,Entire home/apt,-73.98815,40.76355,Manhattan,1,0,0,2
270,Entire home/apt,-73.97196,40.75247,Manhattan,1,0,0,2
30,Private room,-73.94663,40.82976,Manhattan,1,0,1,2
170,Entire home/apt,-73.94139,40.70774,Brooklyn,2,270,0,1
55,Private room,-73.99183,40.72168,Manhattan,1,0,1,2
185,Entire home/apt,-73.92114,40.70419,Brooklyn,1,0,0,1
30,Private room,-73.9397,40.72515,Brooklyn,1,0,1,1
139,Entire home/apt,-73.98535,40.76118,Manhattan,121,306,0,2
101,Private room,-73.95171,40.76678,Manhattan,2,345,1,2
85,Private room,-73.94874,40.8292,Manhattan,2,0,1,2
50,Private room,-73.94062,40.64165,Brooklyn,4,362,1,1
38,Private room,-73.92095,40.70079,Brooklyn,1,0,1,1
219,Entire home/apt,-73.95677,40.71947,Brooklyn,3,36,0,1
325,Private room,-73.98667,40.74673,Manhattan,3,360,1,2
100,Entire home/apt,-73.94062,40.714,Brooklyn,1,51,0,1
69,Private room,-73.96222,40.71811,Brooklyn,3,0,1,1
275,Entire home/apt,-73.98732,40.76234,Manhattan,1,0,0,2
249,Entire home/apt,-73.95915,40.76257,Manhattan,121,273,0,2
249,Entire home/apt,-73.95774,40.76429,Manhattan,121,272,0,2
239,Entire home/apt,-73.98308,40.7655,Manhattan,121,352,0,2
100,Entire home/apt,-73.93356,40.85884,Manhattan,1,0,0,2
49,Private room,-73.94081,40.70021,Brooklyn,1,0,1,1
239,Entire home/apt,-73.98224,40.76555,Manhattan,121,351,0,2
150,Entire home/apt,-73.9534,40.68243,Brooklyn,2,364,0,1
239,Entire home/apt,-73.9834,40.76702,Manhattan,121,352,0,2
239,Entire home/apt,-73.98139,40.76693,Manhattan,121,352,0,2
150,Entire home/apt,-73.92208,40.76197,Queens,1,0,0,3
200,Entire home/apt,-74.00378,40.7385,Manhattan,1,0,0,2
50,Private room,-73.99031,40.74836,Manhattan,1,0,1,2
190,Entire home/apt,-73.98281,40.76665,Manhattan,121,286,0,2
59,Private room,-73.96405,40.71801,Brooklyn,3,0,1,1
40,Private room,-73.95101,40.6948,Brooklyn,1,0,1,1
52,Private room,-74.07735,40.63516,Staten Island,3,340,1,4
89,Entire home/apt,-73.95466,40.73081,Brooklyn,1,0,0,1
100,Entire home/apt,-73.98866,40.72156,Manhattan,1,0,0,2
90,Private room,-73.95894,40.72049,Brooklyn,1,331,1,1
115,Entire home/apt,-73.94581,40.78306,Manhattan,1,0,0,2
150,Private room,-73.98908,40.72282,Manhattan,1,0,1,2
66,Private room,-73.9237,40.75342,Queens,1,0,1,3
180,Entire home/apt,-73.98638,40.73271,Manhattan,1,0,0,2
149,Entire home/apt,-74.00241,40.73194,Manhattan,1,0,0,2
89,Private room,-73.97892,40.72143,Manhattan,1,0,1,2
85,Entire home/apt,-73.99677,40.74192,Manhattan,1,0,0,2
75,Private room,-73.95397,40.67797,Brooklyn,1,0,1,1
94,Private room,-73.94642,40.79108,Manhattan,1,0,1,2
80,Private room,-73.95613,40.66555,Brooklyn,1,0,1,1
70,Private room,-73.96654,40.79961,Manhattan,1,0,1,2
115,Private room,-73.94116,40.71821,Brooklyn,2,121,1,1
90,Private room,-73.94604,40.7484,Queens,4,33,1,3
155,Entire home/apt,-73.95329,40.65234,Brooklyn,1,0,0,1
65,Private room,-73.92283,40.75764,Queens,2,0,1,3
60,Private room,-73.94765,40.83021,Manhattan,1,0,1,2
149,Entire home/apt,-73.96754,40.7692,Manhattan,1,0,0,2
70,Private room,-73.94651,40.7484,Queens,4,63,1,3
100,Private room,-73.95171,40.80489,Manhattan,5,0,1,2
120,Entire home/apt,-73.93833,40.81437,Manhattan,1,0,0,2
150,Entire home/apt,-73.9783,40.74636,Manhattan,31,125,0,2
160,Entire home/apt,-73.94758,40.68496,Brooklyn,1,0,0,1
135,Entire home/apt,-73.9556,40.7687,Manhattan,1,0,0,2
200,Entire home/apt,-73.95348,40.74691,Queens,1,86,0,3
50,Private room,-73.94022,40.72522,Brooklyn,1,0,1,1
225,Entire home/apt,-73.99513,40.72051,Manhattan,1,176,0,2
35,Private room,-73.92384,40.6458,Brooklyn,3,326,1,1
45,Private room,-73.9442,40.8185,Manhattan,1,0,1,2
140,Private room,-73.97794,40.77578,Manhattan,1,0,1,2
160,Entire home/apt,-73.9442,40.79795,Manhattan,1,0,0,2
35,Private room,-73.92511,40.64604,Brooklyn,3,272,1,1
125,Entire home/apt,-73.96494,40.67946,Brooklyn,1,0,0,1
160,Entire home/apt,-74.0124,40.70844,Manhattan,1,0,0,2
180,Entire home/apt,-73.97701,40.77789,Manhattan,1,0,0,2
179,Entire home/apt,-73.97899,40.78366,Manhattan,1,0,0,2
120,Entire home/apt,-73.96849,40.8004,Manhattan,1,0,0,2
70,Private room,-73.95568,40.73739,Brooklyn,1,0,1,1
68,Private room,-73.96336,40.71374,Brooklyn,1,0,1,1
100,Private room,-73.95091,40.80519,Manhattan,5,0,1,2
300,Entire home/apt,-74.00462,40.73434,Manhattan,1,58,0,2
152,Entire home/apt,-74.00228,40.71844,Manhattan,1,0,0,2
100,Private room,-73.97822,40.72626,Manhattan,1,0,1,2
200,Entire home/apt,-73.98729,40.75342,Manhattan,1,0,0,2
250,Entire home/apt,-73.98673,40.73036,Manhattan,1,13,0,2
200,Entire home/apt,-73.95139,40.8235,Manhattan,1,0,0,2
200,Entire home/apt,-74.00193,40.73007,Manhattan,1,0,0,2
245,Entire home/apt,-73.99417,40.76109,Manhattan,1,0,0,2
79,Private room,-73.99997,40.72791,Manhattan,3,0,1,2
175,Entire home/apt,-73.9842,40.71759,Manhattan,1,0,0,2
45,Private room,-73.96122,40.68336,Brooklyn,1,0,1,1
180,Entire home/apt,-73.98076,40.72738,Manhattan,1,0,0,2
139,Entire home/apt,-73.98354,40.7415,Manhattan,1,0,0,2
220,Entire home/apt,-73.94615,40.71432,Brooklyn,1,5,0,1
70,Private room,-73.98061,40.69283,Brooklyn,1,0,1,1
99,Private room,-73.96001,40.66184,Brooklyn,1,232,1,1
120,Entire home/apt,-73.94138,40.68538,Brooklyn,2,0,0,1
178,Entire home/apt,-73.9918,40.66896,Brooklyn,1,0,0,1
55,Private room,-73.96724,40.80756,Manhattan,1,0,1,2
124,Entire home/apt,-73.97316,40.68974,Brooklyn,1,0,0,1
55,Private room,-73.96117,40.65433,Brooklyn,2,0,1,1
250,Entire home/apt,-73.87713,40.71578,Queens,2,363,0,3
180,Entire home/apt,-73.93735,40.71569,Brooklyn,1,0,0,1
200,Entire home/apt,-73.99899,40.73383,Manhattan,1,0,0,2
180,Entire home/apt,-73.99063,40.71401,Manhattan,1,0,0,2
65,Private room,-73.95934,40.65586,Brooklyn,3,320,1,1
65,Entire home/apt,-73.94537,40.6809,Brooklyn,1,0,0,1
60,Private room,-73.94044,40.68125,Brooklyn,1,296,1,1
60,Private room,-73.98766,40.76684,Manhattan,1,0,1,2
45,Private room,-73.97921,40.66249,Brooklyn,1,0,1,1
50,Private room,-73.95528,40.65353,Brooklyn,1,0,1,1
74,Entire home/apt,-73.94581,40.7138,Brooklyn,2,27,0,1
50,Private room,-73.94279,40.70293,Brooklyn,2,0,1,1
60,Private room,-73.95453,40.73036,Brooklyn,2,0,1,1
150,Entire home/apt,-73.98758,40.73926,Manhattan,1,0,0,2
55,Private room,-73.94144,40.70728,Brooklyn,1,0,1,1
40,Entire home/apt,-73.94881,40.71255,Brooklyn,1,7,0,1
120,Private room,-73.98284,40.7202,Manhattan,1,0,1,2
35,Private room,-73.92,40.7049,Brooklyn,1,0,1,1
250,Entire home/apt,-73.99991,40.7274,Manhattan,1,0,0,2
85,Entire home/apt,-73.98091,40.644,Brooklyn,1,0,0,1
125,Private room,-73.98091,40.74807,Manhattan,1,0,1,2
146,Private room,-73.99523,40.75578,Manhattan,1,30,1,2
99,Private room,-73.94913,40.67621,Brooklyn,1,342,1,1
69,Private room,-73.92392,40.69924,Brooklyn,1,0,1,1
70,Private room,-73.96745,40.71147,Brooklyn,1,0,1,1
159,Entire home/apt,-73.9592,40.71896,Brooklyn,2,0,0,1
40,Private room,-73.92659,40.68389,Brooklyn,1,0,1,1
65,Private room,-73.94061,40.71081,Brooklyn,3,155,1,1
45,Private room,-73.95751,40.73271,Brooklyn,4,0,1,1
42,Private room,-73.95418,40.82198,Manhattan,6,24,1,2
100,Entire home/apt,-73.96163,40.65986,Brooklyn,1,0,0,1
40,Private room,-73.9518,40.6894,Brooklyn,1,0,1,1
175,Entire home/apt,-73.94979,40.71269,Brooklyn,1,364,0,1
90,Private room,-73.98434,40.72143,Manhattan,2,0,1,2
130,Entire home/apt,-73.98802,40.67264,Brooklyn,1,58,0,1
70,Shared room,-73.94178,40.78929,Manhattan,1,0,2,2
48,Private room,-73.96784,40.69353,Brooklyn,1,0,1,1
169,Entire home/apt,-74.01413,40.70749,Manhattan,121,364,0,2
200,Entire home/apt,-73.96112,40.81218,Manhattan,1,0,0,2
100,Entire home/apt,-73.98989,40.66495,Brooklyn,1,0,0,1
50,Private room,-73.92987,40.68608,Brooklyn,1,0,1,1
80,Entire home/apt,-73.94747,40.67902,Brooklyn,1,0,0,1
200,Entire home/apt,-73.98211,40.78048,Manhattan,1,0,0,2
215,Entire home/apt,-73.97886,40.76625,Manhattan,31,146,0,2
249,Entire home/apt,-73.97844,40.76542,Manhattan,31,125,0,2
110,Entire home/apt,-73.9828,40.74892,Manhattan,31,179,0,2
110,Entire home/apt,-73.98253,40.74909,Manhattan,31,145,0,2
30,Private room,-73.90848,40.69525,Brooklyn,1,0,1,1
50,Private room,-73.95037,40.70926,Brooklyn,1,0,1,1
86,Entire home/apt,-73.97896,40.66557,Brooklyn,1,0,0,1
79,Private room,-73.95125,40.76046,Manhattan,1,0,1,2
150,Entire home/apt,-73.98421,40.66086,Brooklyn,1,11,0,1
199,Entire home/apt,-73.99562,40.74676,Manhattan,1,1,0,2
85,Entire home/apt,-73.91968,40.6793,Brooklyn,1,34,0,1
50,Private room,-73.92332,40.86615,Manhattan,1,0,1,2
140,Entire home/apt,-73.97869,40.78148,Manhattan,1,0,0,2
59,Private room,-73.92428,40.74024,Queens,1,0,1,3
330,Entire home/apt,-73.9738,40.78469,Manhattan,1,258,0,2
175,Entire home/apt,-73.95635,40.71817,Brooklyn,1,0,0,1
91,Private room,-73.99606,40.71521,Manhattan,1,0,1,2
25,Shared room,-73.84368,40.68247,Queens,1,0,2,3
75,Entire home/apt,-73.93304,40.69345,Brooklyn,1,0,0,1
225,Entire home/apt,-74.01572,40.71192,Manhattan,1,362,0,2
66,Private room,-73.99354,40.76322,Manhattan,1,0,1,2
40,Private room,-73.93826,40.68818,Brooklyn,4,365,1,1
174,Entire home/apt,-73.98633,40.71908,Manhattan,1,198,0,2
200,Entire home/apt,-73.99252,40.69261,Brooklyn,1,0,0,1
150,Entire home/apt,-73.98728,40.76443,Manhattan,1,186,0,2
102,Private room,-73.94129,40.70896,Brooklyn,3,10,1,1
85,Private room,-73.99899,40.72778,Manhattan,1,0,1,2
76,Private room,-73.94204,40.69233,Brooklyn,3,141,1,1
75,Shared room,-73.91582,40.67565,Brooklyn,1,318,2,1
135,Entire home/apt,-73.98439,40.71607,Manhattan,1,0,0,2
175,Entire home/apt,-73.97652,40.74238,Manhattan,1,0,0,2
100,Entire home/apt,-73.96287,40.71104,Brooklyn,1,0,0,1
145,Entire home/apt,-73.98915,40.71282,Manhattan,1,230,0,2
49,Private room,-73.95638,40.73343,Brooklyn,4,244,1,1
50,Private room,-73.94077,40.79111,Manhattan,1,0,1,2
120,Entire home/apt,-73.94434,40.82011,Manhattan,1,32,0,2
50,Private room,-73.95541,40.78614,Manhattan,1,0,1,2
50,Private room,-73.95685,40.71748,Brooklyn,1,0,1,1
60,Private room,-73.83251,40.70249,Queens,1,0,1,3
55,Private room,-73.94468,40.74767,Queens,4,46,1,3
199,Entire home/apt,-73.97974,40.7439,Manhattan,1,0,0,2
90,Private room,-73.98144,40.77481,Manhattan,1,23,1,2
189,Entire home/apt,-73.9222,40.77168,Queens,1,0,0,3
49,Private room,-73.95935,40.81508,Manhattan,1,0,1,2
65,Private room,-73.95256,40.82042,Manhattan,2,0,1,2
90,Private room,-73.95734,40.67665,Brooklyn,1,0,1,1
49,Private room,-73.93547,40.67758,Brooklyn,1,0,1,1
75,Entire home/apt,-73.96433,40.68715,Brooklyn,1,0,0,1
100,Private room,-73.95148,40.77878,Manhattan,1,0,1,2
59,Private room,-73.9594,40.71901,Brooklyn,2,0,1,1
130,Entire home/apt,-74.0168,40.70431,Manhattan,1,0,0,2
225,Entire home/apt,-73.95651,40.76481,Manhattan,1,0,0,2
97,Entire home/apt,-73.96576,40.80541,Manhattan,1,0,0,2
250,Entire home/apt,-73.98957,40.66719,Brooklyn,1,0,0,1
150,Entire home/apt,-73.98833,40.72571,Manhattan,1,0,0,2
63,Private room,-73.94147,40.72003,Brooklyn,1,0,1,1
200,Entire home/apt,-74.00615,40.73342,Manhattan,1,0,0,2
139,Entire home/apt,-74.00444,40.73299,Manhattan,1,0,0,2
250,Entire home/apt,-73.91503,40.77623,Queens,1,0,0,3
140,Entire home/apt,-73.98855,40.76455,Manhattan,1,0,0,2
95,Private room,-73.9779,40.7859,Manhattan,1,0,1,2
55,Private room,-73.95927,40.70986,Brooklyn,1,0,1,1
32,Private room,-73.95987,40.64722,Brooklyn,3,0,1,1
110,Entire home/apt,-73.95186,40.82502,Manhattan,1,0,0,2
30,Private room,-73.96066,40.6465,Brooklyn,1,0,1,1
250,Entire home/apt,-73.99054,40.72537,Manhattan,2,0,0,2
100,Private room,-73.95247,40.72722,Brooklyn,1,284,1,1
115,Entire home/apt,-73.98036,40.64682,Brooklyn,1,0,0,1
90,Private room,-73.96009,40.76276,Manhattan,1,0,1,2
139,Entire home/apt,-74.00578,40.73491,Manhattan,1,49,0,2
150,Private room,-73.97108,40.75606,Manhattan,2,0,1,2
170,Private room,-74.00439,40.71854,Manhattan,1,6,1,2
75,Private room,-74.00563,40.71689,Manhattan,1,0,1,2
120,Private room,-73.98312,40.72431,Manhattan,4,0,1,2
80,Private room,-73.98223,40.7237,Manhattan,4,0,1,2
50,Private room,-73.9206,40.68808,Brooklyn,1,0,1,1
100,Private room,-73.98242,40.72504,Manhattan,4,0,1,2
36,Private room,-73.86498,40.74071,Queens,2,110,1,3
100,Entire home/apt,-73.98646,40.75927,Manhattan,1,0,0,2
129,Private room,-73.98907,40.77208,Manhattan,2,261,1,2
199,Entire home/apt,-73.9761,40.7939,Manhattan,1,0,0,2
60,Private room,-73.97833,40.66588,Brooklyn,2,0,1,1
60,Private room,-73.99475,40.76059,Manhattan,1,0,1,2
60,Private room,-73.94595,40.68945,Brooklyn,2,0,1,1
99,Entire home/apt,-73.91279,40.76248,Queens,1,0,0,3
101,Entire home/apt,-73.96137,40.64295,Brooklyn,1,0,0,1
55,Private room,-73.91765,40.76498,Queens,1,0,1,3
219,Entire home/apt,-73.97632,40.78364,Manhattan,1,0,0,2
150,Entire home/apt,-73.9857,40.73882,Manhattan,1,0,0,2
25,Private room,-73.94349,40.68624,Brooklyn,2,8,1,1
26,Shared room,-73.87849,40.75024,Queens,4,365,2,3
90,Private room,-73.94387,40.70852,Brooklyn,2,245,1,1
120,Entire home/apt,-73.98555,40.74604,Manhattan,1,0,0,2
59,Private room,-73.94299,40.83,Manhattan,1,0,1,2
70,Private room,-73.95063,40.82362,Manhattan,2,0,1,2
100,Private room,-73.97193,40.75199,Manhattan,1,0,1,2
115,Entire home/apt,-73.93951,40.71532,Brooklyn,1,0,0,1
150,Entire home/apt,-73.93424,40.7933,Manhattan,3,321,0,2
105,Private room,-73.96389,40.71841,Brooklyn,2,212,1,1
65,Private room,-73.958,40.65134,Brooklyn,1,0,1,1
113,Entire home/apt,-73.93996,40.68076,Brooklyn,1,63,0,1
70,Private room,-73.98613,40.71858,Manhattan,1,0,1,2
199,Entire home/apt,-73.98436,40.72788,Manhattan,1,0,0,2
125,Entire home/apt,-73.96357,40.71638,Brooklyn,1,0,0,1
140,Entire home/apt,-73.95301,40.70973,Brooklyn,1,0,0,1
85,Private room,-73.97644,40.6735,Brooklyn,1,230,1,1
70,Private room,-73.94839,40.67955,Brooklyn,4,249,1,1
89,Entire home/apt,-73.9654,40.8046,Manhattan,1,0,0,2
95,Private room,-73.91642,40.76273,Queens,3,244,1,3
70,Private room,-73.90825,40.7756,Queens,1,0,1,3
154,Entire home/apt,-73.98197,40.73048,Manhattan,1,0,0,2
220,Entire home/apt,-73.99833,40.73927,Manhattan,2,0,0,2
45,Private room,-73.93104,40.70352,Brooklyn,1,0,1,1
59,Private room,-73.99618,40.72336,Manhattan,1,0,1,2
95,Private room,-73.99592,40.71346,Manhattan,1,0,1,2
129,Private room,-73.97827,40.72658,Manhattan,1,0,1,2
115,Entire home/apt,-73.95534,40.67665,Brooklyn,1,0,0,1
105,Private room,-73.99299,40.76019,Manhattan,1,0,1,2
93,Entire home/apt,-73.93104,40.68636,Brooklyn,1,0,0,1
40,Private room,-73.96468,40.80085,Manhattan,1,0,1,2
88,Private room,-73.9349,40.76406,Queens,1,0,1,3
85,Entire home/apt,-73.93176,40.68357,Brooklyn,1,0,0,1
170,Entire home/apt,-73.95871,40.76438,Manhattan,2,0,0,2
75,Private room,-73.97748,40.78347,Manhattan,1,0,1,2
55,Private room,-73.96724,40.64881,Brooklyn,2,213,1,1
57,Private room,-73.93893,40.68512,Brooklyn,1,38,1,1
199,Entire home/apt,-73.97581,40.78239,Manhattan,1,0,0,2
105,Entire home/apt,-73.92288,40.76047,Queens,1,0,0,3
125,Entire home/apt,-73.94902,40.83034,Manhattan,1,14,0,2
150,Entire home/apt,-73.93722,40.85139,Manhattan,1,0,0,2
95,Private room,-73.97913,40.74622,Manhattan,1,96,1,2
200,Entire home/apt,-73.93867,40.83403,Manhattan,1,0,0,2
90,Entire home/apt,-73.96642,40.7993,Manhattan,1,53,0,2
120,Entire home/apt,-73.97845,40.78146,Manhattan,1,0,0,2
100,Entire home/apt,-73.95125,40.82501,Manhattan,1,0,0,2
70,Private room,-73.90484,40.68353,Brooklyn,1,0,1,1
110,Entire home/apt,-73.98098,40.74963,Manhattan,31,157,0,2
96,Entire home/apt,-73.93929,40.71237,Brooklyn,1,0,0,1
50,Private room,-73.94479,40.71993,Brooklyn,1,0,1,1
